Phone Number Combined,Company Name,Primary SIC Code Description,Company Website,Location Address,Location City,Location State,Location ZIP Code,Executive First Name,Home Business,Credit Rating,Advertising Expense,Latitude,Longitude,Company Description
(650) 992-8800,Tri Counties Bank,Banks,http://Tcbk.Com,6600 Mission St,Daly City,CA,94014,Dee,No,Excellent,"$50,000 to $100,000",037.702867,-122.463442,
(650) 755-0200,Triton Automotive,Automobile Repairing & Service,,4698 Callan Blvd,Daly City,CA,94015,Roger,No,Excellent,"$10,000 to $20,000",037.669004,-122.474982,
(415) 769-5200,Tselogs,Restaurants,http://Tselogs.Com,11 San Pedro Rd,Daly City,CA,94014,Consuelo,No,Excellent,"$10,000 to $20,000",037.688832,-122.466943,
(650) 992-2745,Tucker Dental Group,Dentists,http://Tuckerdentalgroup.Com,6296 Mission St,Daly City,CA,94014,Philip,No,Excellent,"$5,000 to $10,000",037.705919,-122.461906,
(415) 409-3333,Turtle Tower,Restaurants,http://Turtletowersf.Com,1650 Holloway Ave,San Francisco,CA,94132,,No,Excellent,"$10,000 to $20,000",037.722122,-122.478906,
(650) 992-9650,U.S. Bank Branch,Banks,http://Locations.Usbank.Com,329 Gellert Blvd,Daly City,CA,94015,Carol,No,Excellent,"$20,000 to $50,000",037.666942,-122.468579,"Let The U.S. Bank Serramonte Office Help You Bank Smarter With Online Banking, Bill Pay, Checking Accounts, Savings Accounts, Bank Loans And Student Loans."
(650) 755-5971,Ulta Beauty,Cosmetics & Perfumes-Retail,http://Ulta.Com,119 Colma Blvd,Colma,CA,94014,,No,Excellent,"$50,000 to $100,000",037.678293,-122.463763,"Ulta Beauty Is Proud To Be The Largest Beauty Retailer IN The United States. We'Re The Premier Destination For Cosmetics, Fragrance, Body, Skin And Haircare Products. We Also Offer Extensive Services From Facials, Brow Waxing, Salon Services & More, Personalized To Fit You. With Over 25,000 Products From Approximately 500 Beauty Brands Across All Categories And Price Points, Including Our Private Label, Ulta Beauty Collection, There's Always Something New To Discover. Whether You'Re Looking For The Freshest Shade Of Nail Color OR The Buzziest New Moisturizer, Enjoy The Thrill Of Exploration OR Ask Our Knowledgeable Associates For Guidance. The Possibilities Are Beautiful."
(650) 755-7855,Unique Automotive,Automobile Repairing & Service,http://Uniqautomotive.Com,7298 Mission St,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.691739,-122.465687,
(650) 991-4444,UPS Store,Mailing & Shipping Services,http://Theupsstore.Com,235 Westlake Ctr,Daly City,CA,94015,Robert,No,Excellent,"$20,000 to $50,000",037.700303,-122.482755,"We Offer IN-Store And Online Printing, Document Finishing, Mailbox Services, Notary, Packing And Shipping, All Tailored To Fit Your Small Business - Locally Owned And Operated And Here To Help."
(650) 991-4444,UPS Store,Mailing & Shipping Services,http://Theupsstore.Com,329 S Mayfair Ave,Daly City,CA,94015,Michael,No,Very Good,"$20,000 to $50,000",037.701934,-122.481826,
(650) 777-7892,UPS Store,Mailing & Shipping Services,http://Theupsstore.Com,6748 Mission St,Daly City,CA,94014,Jason,No,Very Good,"$10,000 to $20,000",037.700353,-122.464130,"We Offer IN-Store And Online Printing, Document Finishing, Mailbox Services, Notary, Packing And Shipping, All Tailored To Fit Your Small Business - Locally Owned And Operated And Here To Help."
(650) 994-0400,Uptime Resources,Printing Equipment-Repairing,http://Uptimeresources.Com,PO Box 905,Daly City,CA,94017,,No,Good,"$5,000 to $10,000",037.692450,-122.472243,
(415) 553-4037,Us Electric Technologies,Electric Contractors,http://Uselectriconline.Com,2942 San Jose Ave,San Francisco,CA,94112,Nori,No,Very Good,"Less than $5,000",037.711816,-122.455309,
(650) 273-5082,USA Auto Glass Repair,Automobile Glass-Service & Installation,http://Glasites.Com,483 Florence St,Daly City,CA,94014,,Yes,Very Good,"$5,000 to $10,000",037.691992,-122.457905,"Usa Auto Glass Repair Offers Extremely Competitive Pricing With Free Mobile Service. Our Professional Auto Glass Repair And Windshield Replacement Experts Come To Your Home OR Business And Will Repair Your Auto Glass OR Replace Your Broken Windshield. Your Auto Windshield Is A Critical Structural Component Of Your Vehicle, So High Quality Windshield Replacement Is Important To Your Safety While Driving Your Car And Could Save Your Life. Our Expert Mobile Installers Use The Very Best Components For Auto Glass Repair And Windshield Replacement, Ensuring A Perfectly Installed Windshield OR Auto Glass Repair. We Are A Full Service Glass And Windshield Replacement Company That Proudly Repairs And Installs Auto Glass Throughout South San Francisco, CA And San Francisco, Alameda San Mateo And Contra Costa Counties. We Provide Effective Results Along With The Best Workmanship IN The Industry For All Your Auto Glass Needs, Including: Auto Glass Repair, Windshield Replacement, Door Glass And Back Glass Repair And Replacement, And Much More. Call Usa Auto Glass Repair At (650) 273-5082 Today For A Free Estimate!!"
(916) 514-4709,Utopia Insurance Svc,Insurance,http://Inszoneinsurance.Com,6701 Mission St # 7,Daly City,CA,94014,Greg,No,Excellent,"Less than $5,000",037.701440,-122.463148,
(650) 757-5700,Vahey Edward P DMD,Dentists,http://Dalycityperio.Com,347 Gellert Blvd # B,Daly City,CA,94015,Edward P,No,Excellent,,037.666498,-122.468589,
(650) 755-3448,Val's Restaurant & Lounge,Bars,http://Eventective.Com,2468 Junipero Serra Blvd,Daly City,CA,94015,Jeff,No,Excellent,"$50,000 to $100,000",037.691599,-122.471542,
(415) 665-4480,Value Painting Co,Painters,,123 Skyline Dr,Daly City,CA,94015,,Yes,Very Good,"Less than $5,000",037.691443,-122.494248,
(415) 469-9619,Vergara Shirby,Beauty Salons,,1295 Brunswick St,Daly City,CA,94014,Sherby,Yes,Very Good,"Less than $5,000",037.704863,-122.459470,
(650) 994-4455,Vest Ishan Dc Faficc Qme,Chiropractors DC,http://Rehealthcentre.Com,550 Washington St # 101,Daly City,CA,94015,Ishan,No,Excellent,"Less than $5,000",037.688132,-122.474872,"Welcome To Our Practice! We Hope That You Will Find This Site Helpful IN Learning More About Our Office, Our Chiropractic Care, And How Chiropractic Care Can Improve Your Quality Of Life. We Understand That Although Our Patients May Be Diagnosed With The Same Condition, They May Respond Differently To Different Treatments. For This Reason, We Tailor A Specific Plan Of Action To Meet Your Needs, Goals And Unique Condition. Upon Your Initial Examination, We Will Discuss With You Our Findings And What They Mean. We Will Create A Custom Treatment Plan To Get You To Where You Want To Be, Whether That Means Less Pain, Better Performance, OR Just Better Overall Health. Through Our Expert Care, Our Advanced Office, And Our Caring Staff, We Will Help You Not Only Get Back On Your Feet, But Understand How Spine Health Affects Your Overall Quality Of Life."
(650) 755-2500,Via Mare Of America,Restaurants,,6423 Mission St,Daly City,CA,94014,Ed,No,Excellent,"$5,000 to $10,000",037.703406,-122.462609,
(650) 307-3425,Vieira Daycare,Child Care Service,http://Vieiradaycare.Com,414 Skyline Dr,Daly City,CA,94015,,Yes,Very Good,,037.685455,-122.490070,
(650) 755-3872,Villa Fontana Apartments,Apartments,http://Goldrichkest.Com,50 E Market St,Daly City,CA,94014,Marzellia,No,Excellent,"$10,000 to $20,000",037.689115,-122.464749,
(650) 992-8806,Villa Fresh Italian Kitchen,Restaurants,http://Villafreshitaliankitchen.Com,3 Serramonte Ctr,Daly City,CA,94015,Rolando,No,Excellent,"$10,000 to $20,000",037.672304,-122.470901,
(650) 755-0411,Villa Residential Care,Residential Care Homes,http://Chemtradelogistics.Com,130 Vale St,Daly City,CA,94014,Cheryll,No,Institution Or Government,"$5,000 to $10,000",037.691862,-122.468529,
(650) 997-0711,"Villanueva, Suzette M Dmd",Dentists,,7621 El Camino Real,Colma,CA,94014,Suzette M,No,Excellent,,037.685585,-122.463997,
(650) 756-6211,"Villasin, Rodolfo C DDS",Dentists,,341 Westlake Ctr # 237,Daly City,CA,94015,Rodolfo C,No,Excellent,,037.700278,-122.482743,
(650) 755-2000,Vision One Optometry,Optometrists OD,http://Vision1docs.Com,210 Skyline Plz,Daly City,CA,94015,Robert,No,Excellent,"$5,000 to $10,000",037.682709,-122.488179,
(650) 991-8881,Vo Michael DC,Chiropractors DC,,2171 Junipero Serra Blvd # 690,Daly City,CA,94014,Michael,No,Excellent,,037.698448,-122.470641,
(650) 992-1388,Vp Hair Design,Beauty Salons,,11 San Pedro Rd,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.688832,-122.466943,
(415) 859-5705,W J Bradley Mortgage,Real Estate Loans,,4095 19th Ave,San Francisco,CA,94132,,No,Very Good,"$20,000 to $50,000",037.714547,-122.470149,
(415) 859-5648,W J Mortgage,Real Estate Loans,,4095 19th Ave,San Francisco,CA,94132,,No,Excellent,"$20,000 to $50,000",037.714547,-122.470149,
(650) 992-4111,Wells Fargo Bank,Banks,http://Wellsfargo.Com,135 Serramonte Ctr,Daly City,CA,94015,Annie,No,Excellent,"$100,000 to $250,000",037.669525,-122.469470,"Wells Fargo And Company (Nyse: Wfc) Is A Nationwide, Diversified Financial Services Company With 1.6 Trillion Dollars IN Assets. Founded IN 1852, Wells Fargo Provides Banking, Insurance, Investments, Mortgage, And Consumer And Commercial Finance Through More Than 8,700 Locations, More Than 12,500 Atms, Online, Wellsfargo.Com, And Mobile Devices. Were Headquartered IN San Francisco, But Were Decentralized So Every Local Wells Fargo Store Is A Headquarters For Satisfying All Our Customers Financial Needs And Helping Them Succeed Financially. We Do Business With One IN Three U.S. Households. Wells Fargo Has More Than 265,000 Team Members IN 36 Countries Across Our Approximately 90 Businesses. At The End Of Third Quarter 2014, Wells Fargo Ranked Fourth IN Assets Among U.S. Banks And Was The Worlds Most Valuable Bank By Market Capitalization. IN 2013, Euromoney Named Wells Fargo 'Best Bank IN Its Global Awards For Excellence, The First Time A U.S.-Based Bank Has Won The Top Award. The Chronicle Of Philanthropy Ranked Wells Fargos Corporate Giving IN The Top Two Among All U.S. Companies Each Of The Past Two Years. Our Vision: We Want To Satisfy All Our Customers Financial Needs And Help Them Succeed Financially."
(650) 758-3670,Wells Fargo Bank,Banks,http://Wellsfargo.Com,6843 Mission St,Daly City,CA,94014,William,No,Excellent,"$50,000 to $100,000",037.697896,-122.463050,"Wells Fargo And Company (Nyse: Wfc) Is A Nationwide, Diversified Financial Services Company With 1.6 Trillion Dollars IN Assets. Founded IN 1852, Wells Fargo Provides Banking, Insurance, Investments, Mortgage, And Consumer And Commercial Finance Through More Than 8,700 Locations, More Than 12,500 Atms, Online, Wellsfargo.Com, And Mobile Devices. Were Headquartered IN San Francisco, But Were Decentralized So Every Local Wells Fargo Store Is A Headquarters For Satisfying All Our Customers Financial Needs And Helping Them Succeed Financially. We Do Business With One IN Three U.S. Households. Wells Fargo Has More Than 265,000 Team Members IN 36 Countries Across Our Approximately 90 Businesses. At The End Of Third Quarter 2014, Wells Fargo Ranked Fourth IN Assets Among U.S. Banks And Was The Worlds Most Valuable Bank By Market Capitalization. IN 2013, Euromoney Named Wells Fargo 'Best Bank IN Its Global Awards For Excellence, The First Time A U.S.-Based Bank Has Won The Top Award. The Chronicle Of Philanthropy Ranked Wells Fargos Corporate Giving IN The Top Two Among All U.S. Companies Each Of The Past Two Years. Our Vision: We Want To Satisfy All Our Customers Financial Needs And Help Them Succeed Financially."
(650) 755-2755,Wendy's,Restaurants,http://Wendys.Com,7401 Mission St,Daly City,CA,94014,,No,Excellent,"$20,000 to $50,000",037.689123,-122.465534,"Operational Since 1969, Wendy's International Is A Chain Of Restaurants That Operates And Franchises More Than 6,500 Outlets IN The United States And IN 21 Other Countries As Well As Territories. Its Menu Comprises An Array Of Food Items, Such As Garden Sensations Salads, Combo Choices, Super Value Menu, Frosty Shakes/Floats, Boneless Chicken Wings, Chicken Go Wraps And Signature Hamburger Offerings. The Company Is A Member Of Wendy's/Arby Group Inc., One Of The Largest Quick-Service Restaurant Companies IN The United States."
(650) 756-1840,West Coast Financial,Financial Planning Consultants,http://Sunsetwestcapital.Com,333 Gellert Blvd # 140,Daly City,CA,94015,Lawrence,No,Very Good,"$20,000 to $50,000",037.666653,-122.466813,
(650) 992-5344,West Lake Touchless Car Wash,Car Washing & Polishing,http://Ecosofttouch.Com,223 87th St,Daly City,CA,94015,Dean,No,Excellent,"$50,000 to $100,000",037.693021,-122.472797,
(415) 349-7844,Western Garage Doors & Gates,Doors-Garage,,3931 Alemany Blvd,San Francisco,CA,94132,,No,Very Good,"$20,000 to $50,000",037.710534,-122.466929,
(650) 994-7901,Westlake Associates,Financial Planning Consultants,,200 Park Plaza Dr,Daly City,CA,94015,,No,Very Good,"$10,000 to $20,000",037.697618,-122.480701,
(650) 992-5110,Westlake Coffee Shop,Restaurants,http://Westlakecoffee.Com,1901 Junipero Serra Blvd # D,Daly City,CA,94014,Yoon,No,Excellent,"Less than $5,000",037.703730,-122.470283,
(650) 755-8650,Westlake Dental Care,Dentists,http://Westlake-Dentalcare.Com,341 Westlake Ctr # 224,Daly City,CA,94015,,No,Excellent,"$10,000 to $20,000",037.700278,-122.482743,
(650) 992-5344,Westlake Eco Soft Touch Car,Car Washing & Polishing,,247 87th St,Daly City,CA,94015,Dean,No,Excellent,"$50,000 to $100,000",037.693018,-122.473402,"Custom Detail Shop Offers Paint And Oxidation Removal Services For Cars, Vans And Sport Utility Vehicles. The Shop Provides Custom Hand Waxing, Tire Dressing, And Leather And Vinyl Restoration Solutions. IN Addition, Custom Detail Shop Offers Shampooing Services For Carpets, Seats And Mats. The Shop Is A Part Of Westlake Touchless Car Wash, Which Provides A Variety Of Cleaning Solutions For Vehicles. Westlake Touchless Car Wash Offers Several Promotional Packages. It Has A Lounge That Provides A Range Of Snacks, Drinks, Gifts, Greeting Cards And Automobile Accessories. The Lounge Also Features A Four-Screen Plasma Monitor. Westlake Touchless Car Wash Is A Part Of General Automotive Systems."
(650) 757-1244,Westlake School For,Schools-Performing Arts,http://Wspadance.Com,200 Northgate Ave # 4,Daly City,CA,94015,Malu,No,Very Good,"$10,000 to $20,000",037.702712,-122.490988,
(650) 992-2020,Westlake Vision Ctr Optometry,Optometrists OD,http://Westlakevision.Com,326 Westlake Ctr,Daly City,CA,94015,Rosanna,No,Excellent,,037.700777,-122.483095,
(415) 412-3727,Whistle Plumbing,Plumbing Contractors,http://Whistleplumbingdalycity.Com,158 Dennis Dr,Daly City,CA,94015,Paul,No,Very Good,"$5,000 to $10,000",037.653976,-122.463512,"Whistle Pluming Is A Young Company, But Have Over 20 Years Of Experience--From Service And Repair, To New Construction, Commercial And Residential, There Is No Job Too Big OR To Small. We Are Not Trying To Compete With The Big Franchise Rooter OR Plumbing Companies. We Don't Work On Commission Like The Other Guys. We Try To Give You The Best Value For Your Buck, Because We Can. I Personally Try To Answer Each Call To Ensure The Best Customer Satisfaction Possible. If I Don't Answer Please Leave A Clear Message And I'Ll Get Back To You As Soon As I Can. We Are Based IN And Around San Francisco And Daly City, So Our Response Time Will Be Fast (Traffic Permitted), But We Still Cover Many Surrounding Cities. 'Just Whistle For Your Plumbing Needs!'"
(650) 991-7397,William Ong Inc,Dentists,,6740 Mission St,Daly City,CA,94014,William N,No,Excellent,,037.700434,-122.464121,
(650) 991-7400,Wilson S Lim Inc,Dentists,,6287 Mission St,Daly City,CA,94014,,No,Excellent,"$10,000 to $20,000",037.705774,-122.460961,
(650) 992-7799,Win Dental,Dentists,,36 San Pedro Rd,Daly City,CA,94014,Lun S,No,Excellent,,037.688641,-122.467344,
(650) 755-9464,Wingstop,Restaurants,http://Wingstop.Com,227 Lake Merced Blvd,Daly City,CA,94015,Terry,No,Excellent,"$5,000 to $10,000",037.699503,-122.483398,"Founded IN 1994, Wingstop Restaurants Inc. Operates More Than 475 Restaurants Across The United States And Mexico. Primarily Focusing On Chicken Wings, Its Menu Features Nine Wing Flavors, Including Original Hot, Cajun, Atomic, Mild, Teriyaki, Lemon Pepper, Hawaiian, Garlic Parmesan And Hickory-Smoked Barbeque. With Over 600 Outlets IN 27 U.S. States, The Restaurant Offers A Variety Of Regular Wings, Boneless Wings, Boneless Strips, Combo Meals, Family Packs And Sides. Wingstop Restaurants Inc. Is A Part Of Roark Capital Group, An Atlanta-Based Private Equity Firm That Specializes IN Business And Consumer Service Companies."
(650) 757-3236,Wonder Beauty,Beauty Salons,http://Wonderbeauty.Skincaretherapy.Net,151 87th St # 19,Daly City,CA,94015,Sylvia,No,Very Good,"Less than $5,000",037.693217,-122.471563,
(650) 756-8023,Wong's Cafe,Restaurants,,1111 Hillside Blvd,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.687941,-122.460242,
(415) 731-9384,Wood J Painting & Restoration,Painters,http://Jwoodpainting.Com,PO Box 320736,San Francisco,CA,94132,Joe,No,Very Good,"Less than $5,000",037.721935,-122.480913,
(415) 200-5546,Works Plumbing & Rooter,Plumbing Drains & Sewer Consultants,http://Worksplumbing.Com,97 Morton Dr,Daly City,CA,94015,Jorge,No,Very Good,"$5,000 to $10,000",037.659901,-122.473506,
(415) 347-7400,Wynns Motors,Automobile Repairing & Service,http://Tomnav.Com,1216 Hillside Blvd,Daly City,CA,94014,Thomas,No,Good,"Less than $5,000",037.685736,-122.459850,
(650) 993-8549,Yamat Dental,Dentists,http://Yamatsmiles.Com,187 Southgate Ave,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.697228,-122.484668,
(650) 731-4476,"Yee, John C D DDS",Dentists,,341 Westlake Ctr # 203,Daly City,CA,94015,John C D,No,Very Good,,037.700278,-122.482743,
(408) 916-6059,Your Neighborhood Ins Agent,Insurance,,355 Gellert Blvd # 285,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.666299,-122.468609,'Do Something Today That Your Future Self Will Thank You For'
(415) 333-1199,Yuan Fang Kitchen,Restaurants,http://Fangyuankitchen.Com,31 Cambon Dr,San Francisco,CA,94132,,No,Very Good,"$10,000 to $20,000",037.717060,-122.474266,
(650) 757-6302,Yumi Deli,Restaurants,http://Yumidelisandwiches.Com,6303 Mission St,Daly City,CA,94014,Liberty,No,Very Good,"Less than $5,000",037.705775,-122.461415,
(415) 710-5884,Zeus Remodeling,Remodeling & Repairing Bldg Contractors,http://Zeusremodeling.Com,6 John Papan Ct,Daly City,CA,94015,,Yes,Very Good,"$5,000 to $10,000",037.658540,-122.471561,
(415) 562-9295,Ziba Beauty Eyebrow Threading,Beauty Salons,http://Zibabeauty.Com,43 Serramonte Ctr,Daly City,CA,94015,Victor,No,Excellent,"Less than $5,000",037.673936,-122.470131,
(650) 756-2251,Zumiez,Sportswear-Retail,http://Zumiez.Com,15 Serramonte Ctr,Daly City,CA,94015,Anthony,No,Excellent,"$20,000 to $50,000",037.673975,-122.470669,
